Date,Table,AS_valid_term_number,AS_invalid_term_number,CT_valid_term_number,CT_invalid_term_number
20230308,Ovary,23,45,5,11
20230308,Pancreas,28,2,27,8
20230308,Peripheral_nervous_system,32,749,1,0
20230308,Placenta,17,8,16,6
20230308,Prostate,4,0,7,5
20230308,Skin,15,0,33,3
20230308,Small_intestine,22,25,24,10
20230308,Spleen,24,14,46,15
20230308,Thymus,18,0,50,0
20230308,Ureter,10,1,3,11
20230308,Urinary_bladder,16,0,4,11
20230308,Uterus,22,36,0,18
20230313,Blood,1,0,29,0
20230313,Blood_vasculature,370,622,10,0
20230313,Bone-Marrow,1,0,43,4
20230313,Brain,116,61,127,0
20230313,Eye,36,3,38,17
20230313,Fallopian_tube,9,63,0,18
20230313,Heart,29,24,27,1
20230313,Kidney,57,6,62,5
20230313,Knee,24,7,13,11
20230313,Large_intestine,54,0,55,3
20230313,Liver,14,3,25,6
20230313,Lung,63,13,91,18
20230313,Lymph_node,33,1,45,0
20230313,Lymph_vasculature,14,24,1,0
20230313,Ovary,23,45,5,11
20230313,Pancreas,28,2,27,8
20230313,Peripheral_nervous_system,32,749,1,0
20230313,Placenta,17,8,16,6
20230313,Prostate,4,0,7,5
20230313,Skin,15,0,33,3
20230313,Small_intestine,22,25,24,10
20230313,Spleen,24,14,46,15
20230313,Thymus,18,0,50,0
20230313,Ureter,10,1,3,11
20230313,Urinary_bladder,16,0,4,11
20230313,Uterus,22,36,0,18
20230320,Blood,1,0,29,0
20230320,Blood_vasculature,370,622,10,0
20230320,Bone-Marrow,1,0,43,4
20230320,Brain,116,61,127,461
20230320,Eye,36,3,38,17
20230320,Fallopian_tube,9,63,0,18
20230320,Heart,29,24,27,1
20230320,Kidney,57,6,62,5
20230320,Knee,24,7,13,11
20230320,Large_intestine,54,0,55,3
20230320,Liver,14,3,25,6
20230320,Lung,64,13,90,18
20230320,Lymph_node,33,1,45,0
20230320,Lymph_vasculature,14,24,1,0
20230320,Ovary,23,45,5,11
20230320,Pancreas,28,2,27,8
20230320,Peripheral_nervous_system,32,749,1,0
20230320,Placenta,17,8,16,6
20230320,Prostate,4,0,7,5
20230320,Skin,15,0,33,3
20230320,Small_intestine,22,25,24,10
20230320,Spleen,24,14,46,15
20230320,Thymus,18,0,50,0
20230320,Ureter,10,1,3,11
20230320,Urinary_bladder,16,0,4,11
20230320,Uterus,22,36,0,18
20230321,Blood,1,0,29,0
20230321,Blood_vasculature,370,622,10,0
20230321,Bone-Marrow,1,0,43,4
20230321,Brain,116,61,127,461
20230321,Eye,36,3,38,17
20230321,Fallopian_tube,9,63,0,18
20230321,Heart,29,24,27,1
20230321,Kidney,57,6,62,5
20230321,Knee,24,7,13,11
20230321,Large_intestine,54,0,55,3
20230321,Liver,14,3,25,6
20230321,Lung,64,13,90,18
20230321,Lymph_node,33,1,45,0
20230321,Lymph_vasculature,14,24,1,0
20230321,Ovary,23,45,5,11
20230321,Pancreas,28,2,27,8
20230321,Peripheral_nervous_system,32,749,1,0
20230321,Placenta,17,8,16,6
20230321,Prostate,4,0,7,5
20230321,Skin,15,0,33,3
20230321,Small_intestine,22,25,24,10
20230321,Spleen,24,14,46,15
20230321,Thymus,18,0,50,0
20230321,Ureter,10,1,3,11
20230321,Urinary_bladder,16,0,4,11
20230321,Uterus,22,36,0,18
20230327,Blood,1,0,29,0
20230327,Blood_vasculature,370,622,10,0
20230327,Bone-Marrow,1,0,43,4
20230327,Brain,116,61,127,461
20230327,Eye,36,3,38,17
20230327,Fallopian_tube,9,63,0,18
20230327,Heart,29,24,27,1
20230327,Kidney,57,6,62,5
20230327,Knee,24,7,13,11
20230327,Large_intestine,54,0,55,3
20230327,Liver,14,3,25,6
20230327,Lung,64,13,90,18
20230327,Lymph_node,33,1,45,0
20230327,Lymph_vasculature,14,24,1,0
20230327,Ovary,23,45,5,11
20230327,Pancreas,28,2,27,8
20230327,Peripheral_nervous_system,32,749,1,0
20230327,Placenta,17,8,16,6
20230327,Prostate,4,0,7,5
20230327,Skin,15,0,33,3
20230327,Small_intestine,22,25,24,10
20230327,Spleen,24,14,46,15
20230327,Thymus,18,0,50,0
20230327,Ureter,10,1,3,11
20230327,Urinary_bladder,16,0,4,11
20230327,Uterus,22,36,0,18
20230403,Blood,1,0,29,0
20230403,Blood_vasculature,370,631,10,0
20230403,Bone-Marrow,1,0,43,4
20230403,Brain,116,61,166,454
20230403,Eye,36,3,38,17
20230403,Fallopian_tube,9,63,0,18
20230403,Heart,29,24,27,1
20230403,Kidney,57,6,64,5
20230403,Knee,24,7,13,11
20230403,Large_intestine,54,4,55,3
20230403,Liver,14,3,25,5
20230403,Lung,64,13,97,13
20230403,Lymph_node,33,1,45,0
20230403,Lymph_vasculature,14,41,1,0
20230403,Ovary,23,45,5,11
20230403,Pancreas,28,2,27,8
20230403,Peripheral_nervous_system,32,749,1,0
20230403,Placenta,17,8,16,6
20230403,Prostate,4,0,11,1
20230403,Skin,15,0,33,3
20230403,Small_intestine,22,25,24,10
20230403,Spleen,24,14,46,15
20230403,Thymus,18,0,50,0
20230403,Ureter,10,1,3,11
20230403,Urinary_bladder,16,0,4,11
20230403,Uterus,22,36,0,18
20230405,Blood,1,0,29,0
20230405,Blood_vasculature,370,631,10,0
20230405,Bone-Marrow,1,0,43,4
20230405,Brain,116,61,166,454
20230405,Eye,36,3,38,17
20230405,Fallopian_tube,9,63,0,18
20230405,Heart,29,24,27,1
20230405,Kidney,57,6,64,5
20230405,Knee,24,7,13,11
20230405,Large_intestine,54,4,55,3
20230405,Liver,14,3,25,5
20230405,Lung,64,13,97,13
20230405,Lymph_node,33,1,45,0
20230405,Lymph_vasculature,14,41,1,0
20230405,Ovary,23,45,5,11
20230405,Pancreas,28,2,27,8
20230405,Peripheral_nervous_system,32,749,1,0
20230405,Placenta,17,8,16,6
20230405,Prostate,4,0,11,1
20230405,Skin,15,0,33,3
20230405,Small_intestine,22,25,24,10
20230405,Spleen,24,14,46,15
20230405,Thymus,18,0,50,0
20230405,Ureter,10,1,3,11
20230405,Urinary_bladder,16,0,4,11
20230405,Uterus,22,36,0,18
20230411,Blood,1,0,29,0
20230411,Blood_vasculature,370,631,10,0
20230411,Bone-Marrow,1,0,43,4
20230411,Brain,116,61,163,463
20230411,Eye,36,3,38,17
20230411,Fallopian_tube,9,63,0,18
20230411,Heart,29,24,27,1
20230411,Kidney,57,6,64,5
20230411,Large_intestine,54,4,55,3
20230411,Liver,14,3,25,5
20230411,Lung,64,13,97,13
20230411,Lymph_node,33,1,45,0
20230411,Lymph_vasculature,14,41,1,0
20230411,Ovary,23,45,5,11
20230411,Pancreas,28,2,27,8
20230411,Peripheral_nervous_system,32,749,1,0
20230411,Placenta,17,8,16,6
20230411,Prostate,4,0,11,1
20230411,Skin,15,0,33,3
20230411,Small_intestine,22,25,24,10
20230411,Spleen,24,14,46,15
20230411,Thymus,18,0,50,0
20230411,Ureter,10,1,3,11
20230411,Urinary_bladder,16,0,4,11
20230411,Uterus,22,36,0,18
20230417,Blood,1,0,29,0
20230417,Blood,1,0,29,0
20230417,Blood_vasculature,370,631,10,0
20230417,Blood_vasculature,370,631,10,0
20230417,Bone-Marrow,1,0,43,4
20230417,Bone-Marrow,1,0,43,4
20230417,Brain,116,61,163,463
20230417,Brain,116,61,163,463
20230417,Eye,36,3,38,17
20230417,Eye,36,3,38,17
20230417,Fallopian_tube,9,63,0,18
20230417,Fallopian_tube,9,63,0,18
20230417,Heart,29,24,27,1
20230417,Heart,29,24,27,1
20230417,Kidney,57,6,64,5
20230417,Kidney,57,6,64,5
20230417,Knee,18,2,0,5
20230417,Large_intestine,54,4,55,3
20230417,Large_intestine,54,4,55,3
20230417,Liver,14,3,25,5
20230417,Liver,14,3,25,5
20230417,Lung,78,4,106,1
20230417,Lung,78,4,106,1
20230417,Lymph_node,33,1,45,0
20230417,Lymph_node,33,1,45,0
20230417,Lymph_vasculature,14,41,1,0
20230417,Lymph_vasculature,14,41,1,0
20230417,Muscular_System,165,217,1,0
20230417,Muscular_System,165,217,1,0
20230417,Ovary,23,45,5,11
20230417,Ovary,23,45,5,11
20230417,Palatine_Tonsil,11,10,12,5
20230417,Pancreas,28,2,27,8
20230417,Pancreas,28,2,27,8
20230417,Peripheral_nervous_system,32,749,1,0
20230417,Peripheral_nervous_system,32,749,1,0
20230417,Placenta,17,8,16,6
20230417,Placenta,17,8,16,6
20230417,Prostate,4,0,11,1
20230417,Prostate,4,0,11,1
20230417,Skeleton,174,898,1,0
20230417,Skeleton,174,898,1,0
20230417,Skin,15,0,33,3
20230417,Skin,15,0,33,3
20230417,Small_intestine,22,25,24,10
20230417,Small_intestine,22,25,24,10
20230417,Spinal_Cord,86,0,8,0
20230417,Spleen,24,14,46,15
20230417,Spleen,24,14,46,15
20230417,Thymus,18,0,50,0
20230417,Thymus,18,0,50,0
20230417,Ureter,10,1,3,11
20230417,Ureter,10,1,3,11
20230417,Urinary_bladder,16,0,4,11
20230417,Urinary_bladder,16,0,4,11
20230417,Uterus,22,36,0,18
20230417,Uterus,22,36,0,18
20230424,Blood,1,0,29,0
20230424,Blood_vasculature,370,631,10,0
20230424,Bone-Marrow,1,0,43,4
20230424,Brain,116,61,163,463
20230424,Eye,36,3,38,17
20230424,Fallopian_tube,9,63,0,18
20230424,Heart,29,24,27,1
20230424,Kidney,57,6,64,5
20230424,Knee,18,2,0,5
20230424,Large_intestine,54,4,55,3
20230424,Liver,14,3,25,5
20230424,Lung,70,4,106,1
20230424,Lymph_node,33,1,45,0
20230424,Lymph_vasculature,14,41,1,0
20230424,Muscular_System,165,217,1,0
20230424,Ovary,23,45,5,11
20230424,Palatine_Tonsil,11,10,12,5
20230424,Pancreas,28,2,27,8
20230424,Peripheral_nervous_system,32,749,1,0
20230424,Placenta,17,8,16,6
20230424,Prostate,4,0,11,2
20230424,Skeleton,174,898,1,0
20230424,Skin,15,0,33,3
20230424,Small_intestine,22,25,24,10
20230424,Spinal_Cord,86,0,8,0
20230424,Spleen,24,14,46,15
20230424,Thymus,18,0,50,0
20230424,Ureter,10,1,3,11
20230424,Urinary_bladder,16,0,4,11
20230424,Uterus,22,36,0,18
20230502,Blood,1,0,29,0
20230502,Blood_vasculature,370,631,10,0
20230502,Bone-Marrow,1,0,43,4
20230502,Brain,116,61,163,463
20230502,Eye,36,3,47,8
20230502,Fallopian_tube,9,63,0,18
20230502,Heart,29,24,27,1
20230502,Kidney,57,4,65,3
20230502,Knee,18,2,0,5
20230502,Large_intestine,54,4,55,3
20230502,Liver,14,3,25,5
20230502,Lung,117,4,95,2
20230502,Lymph_node,33,1,45,0
20230502,Lymph_vasculature,14,41,1,0
20230502,Main_Bronchus,17,0,26,1
20230502,Muscular_System,165,217,1,0
20230502,Ovary,23,45,5,11
20230502,Palatine_Tonsil,11,10,12,5
20230502,Pancreas,28,2,27,8
20230502,Peripheral_nervous_system,32,749,1,0
20230502,Placenta,17,8,16,6
20230502,Prostate,4,0,11,2
20230502,Skeleton,174,898,1,0
20230502,Skin,15,0,33,3
20230502,Small_intestine,22,25,24,10
20230502,Spinal_Cord,86,0,8,0
20230502,Spleen,24,14,46,15
20230502,Thymus,18,0,50,0
20230502,Trachea,21,0,26,1
20230502,Ureter,10,1,3,11
20230502,Urinary_bladder,16,0,4,11
20230502,Uterus,22,36,0,18
20230508,Blood,1,0,29,0
20230508,Blood_vasculature,370,631,10,0
20230508,Bone-Marrow,1,0,43,4
20230508,Brain,116,61,163,463
20230508,Eye,36,3,47,8
20230508,Fallopian_tube,9,63,0,18
20230508,Heart,29,24,27,1
20230508,Kidney,55,8,64,3
20230508,Knee,18,2,0,5
20230508,Large_intestine,54,4,55,3
20230508,Liver,14,3,25,5
20230508,Lung,41,4,91,2
20230508,Lymph_node,33,1,45,0
20230508,Lymph_vasculature,14,41,1,0
20230508,Main_Bronchus,17,0,26,1
20230508,Muscular_System,165,217,1,0
20230508,Ovary,23,45,5,11
20230508,Palatine_Tonsil,11,10,12,5
20230508,Pancreas,28,2,27,8
20230508,Peripheral_nervous_system,32,749,1,0
20230508,Placenta,17,8,16,6
20230508,Prostate,4,0,11,2
20230508,Skeleton,174,898,1,0
20230508,Skin,15,0,33,3
20230508,Small_intestine,22,25,24,10
20230508,Spinal_Cord,86,0,8,0
20230508,Spleen,24,14,46,15
20230508,Thymus,18,0,50,0
20230508,Trachea,21,0,26,1
20230508,Ureter,10,1,3,11
20230508,Urinary_bladder,16,0,4,11
20230508,Uterus,22,36,0,18
20230515,Blood,1,0,29,0
20230515,Blood_vasculature,370,631,10,0
20230515,Bone-Marrow,1,0,43,4
20230515,Brain,116,61,163,463
20230515,Eye,36,3,47,8
20230515,Fallopian_tube,9,63,0,18
20230515,Heart,29,24,27,1
20230515,Kidney,56,5,65,3
20230515,Knee,18,2,0,5
20230515,Large_intestine,54,4,55,3
20230515,Liver,14,3,25,5
20230515,Lung,41,4,91,1
20230515,Lymph_node,33,1,45,0
20230515,Lymph_vasculature,14,41,1,0
20230515,Main_Bronchus,18,0,26,1
20230515,Muscular_System,165,217,1,0
20230515,Ovary,23,45,5,11
20230515,Palatine_Tonsil,11,10,12,5
20230515,Pancreas,28,2,27,8
20230515,Peripheral_nervous_system,32,749,1,0
20230515,Placenta,17,8,16,6
20230515,Prostate,4,0,11,2
20230515,Skeleton,174,898,1,0
20230515,Skin,15,0,33,3
20230515,Small_intestine,22,25,24,10
20230515,Spinal_Cord,86,0,8,0
20230515,Spleen,24,14,46,15
20230515,Thymus,18,0,50,0
20230515,Trachea,20,0,26,1
20230515,Ureter,10,1,3,11
20230515,Urinary_bladder,16,0,4,11
20230515,Uterus,22,36,0,18
20230522,Blood,1,0,29,0
20230522,Blood_vasculature,370,631,10,0
20230522,Bone-Marrow,1,0,43,4
20230522,Brain,116,61,163,463
20230522,Eye,36,3,47,8
20230522,Fallopian_tube,9,63,0,18
20230522,Heart,29,24,27,1
20230522,Kidney,56,5,65,3
20230522,Knee,18,2,0,5
20230522,Large_intestine,54,4,55,3
20230522,Liver,14,3,25,5
20230522,Lung,41,4,91,1
20230522,Lymph_node,33,1,45,0
20230522,Lymph_vasculature,14,41,1,0
20230522,Main_Bronchus,18,0,26,1
20230522,Muscular_System,165,217,1,0
20230522,Ovary,23,45,5,11
20230522,Palatine_Tonsil,11,10,12,5
20230522,Pancreas,28,2,27,8
20230522,Peripheral_nervous_system,32,749,1,0
20230522,Placenta,17,8,19,3
20230522,Prostate,4,0,11,2
20230522,Skeleton,174,898,1,0
20230522,Skin,15,0,33,3
20230522,Small_intestine,22,25,24,10
20230522,Spinal_Cord,86,0,8,0
20230522,Spleen,24,14,46,15
20230522,Thymus,18,0,50,0
20230522,Trachea,20,0,26,1
20230522,Ureter,10,1,3,11
20230522,Urinary_bladder,16,0,4,11
20230522,Uterus,22,36,0,18
20230524,Blood,1,0,29,0
20230524,Blood_vasculature,370,631,10,0
20230524,Bone-Marrow,1,0,43,4
20230524,Brain,116,61,163,463
20230524,Eye,36,3,47,8
20230524,Fallopian_tube,9,63,0,18
20230524,Heart,29,24,27,1
20230524,Kidney,56,5,65,3
20230524,Knee,18,2,0,5
20230524,Large_intestine,54,4,55,3
20230524,Liver,14,3,25,5
20230524,Lung,41,4,68,1
20230524,Lymph_node,33,1,45,0
20230524,Lymph_vasculature,14,41,1,0
20230524,Main_Bronchus,18,0,26,1
20230524,Muscular_System,165,217,1,0
20230524,Ovary,23,45,5,11
20230524,Palatine_Tonsil,11,10,12,5
20230524,Pancreas,28,2,27,8
20230524,Peripheral_nervous_system,32,749,1,0
20230524,Placenta,17,8,19,3
20230524,Prostate,4,0,11,2
20230524,Skeleton,174,898,1,0
20230524,Skin,15,0,33,3
20230524,Small_intestine,22,25,24,10
20230524,Spinal_Cord,86,0,8,0
20230524,Spleen,24,14,46,15
20230524,Thymus,18,0,50,0
20230524,Trachea,20,0,26,1
20230524,Ureter,10,1,3,11
20230524,Urinary_bladder,16,0,4,11
20230524,Uterus,22,36,0,18
20230529,Blood,1,0,29,0
20230529,Blood_vasculature,370,631,10,0
20230529,Bone-Marrow,1,0,43,4
20230529,Brain,116,61,163,463
20230529,Eye,36,3,47,8
20230529,Fallopian_tube,9,63,0,18
20230529,Heart,29,24,27,1
20230529,Kidney,56,5,65,3
20230529,Knee,18,2,0,5
20230529,Large_intestine,54,4,55,3
20230529,Liver,14,3,25,5
20230529,Lung,41,4,68,1
20230529,Lymph_node,33,1,45,0
20230529,Lymph_vasculature,14,41,1,0
20230529,Main_Bronchus,18,0,26,1
20230529,Muscular_System,165,217,1,0
20230529,Ovary,23,45,5,11
20230529,Palatine_Tonsil,11,10,12,5
20230529,Pancreas,28,2,27,8
20230529,Peripheral_nervous_system,32,749,1,0
20230529,Placenta,17,8,19,3
20230529,Prostate,4,0,11,2
20230529,Skeleton,174,898,1,0
20230529,Skin,15,0,33,3
20230529,Small_intestine,22,25,24,10
20230529,Spinal_Cord,86,0,8,0
20230529,Spleen,24,14,46,15
20230529,Thymus,18,0,50,0
20230529,Trachea,20,0,26,1
20230529,Ureter,10,1,3,11
20230529,Urinary_bladder,16,0,4,11
20230529,Uterus,22,36,0,18
20230605,Blood,1,0,29,0
20230605,Blood_vasculature,370,631,10,0
20230605,Bone-Marrow,1,0,43,4
20230605,Brain,116,61,163,463
20230605,Eye,36,3,47,8
20230605,Fallopian_tube,9,63,0,18
20230605,Heart,29,24,27,1
20230605,Kidney,56,5,65,3
20230605,Knee,18,2,0,5
20230605,Large_intestine,54,4,55,3
20230605,Liver,14,3,25,5
20230605,Lung,52,2,74,1
20230605,Lymph_node,33,1,45,0
20230605,Lymph_vasculature,14,41,1,0
20230605,Main_Bronchus,14,0,18,1
20230605,Muscular_System,165,217,1,0
20230605,Ovary,23,45,5,11
20230605,Palatine_Tonsil,11,10,12,5
20230605,Pancreas,28,2,27,8
20230605,Peripheral_nervous_system,32,749,1,0
20230605,Placenta,17,8,19,3
20230605,Prostate,4,0,11,2
20230605,Skeleton,174,898,1,0
20230605,Skin,15,0,33,3
20230605,Small_intestine,22,25,24,10
20230605,Spinal_Cord,86,0,8,0
20230605,Spleen,24,14,46,15
20230605,Thymus,18,0,50,0
20230605,Trachea,20,0,16,1
20230605,Ureter,10,1,3,11
20230605,Urinary_bladder,16,0,4,11
20230605,Uterus,22,36,0,18
20230607,Blood,1,0,29,0
20230607,Blood_vasculature,370,631,10,0
20230607,Bone-Marrow,1,0,43,4
20230607,Brain,116,61,163,463
20230607,Eye,36,3,47,8
20230607,Fallopian_tube,9,63,0,18
20230607,Heart,29,24,27,1
20230607,Kidney,56,5,65,3
20230607,Knee,18,2,0,5
20230607,Large_intestine,54,4,55,3
20230607,Liver,14,3,25,5
20230607,Lung,52,2,74,1
20230607,Lymph_node,33,1,45,0
20230607,Lymph_vasculature,14,41,1,0
20230607,Main_Bronchus,14,0,18,1
20230607,Muscular_System,165,217,1,0
20230607,Ovary,23,45,5,11
20230607,Palatine_Tonsil,11,10,12,5
20230607,Pancreas,28,2,27,8
20230607,Peripheral_nervous_system,32,749,1,0
20230607,Placenta,17,8,19,3
20230607,Prostate,4,0,11,2
20230607,Skeleton,174,898,1,0
20230607,Skin,15,0,33,3
20230607,Small_intestine,22,25,24,10
20230607,Spinal_Cord,86,0,8,0
20230607,Spleen,24,14,46,15
20230607,Thymus,18,0,50,0
20230607,Trachea,20,0,16,1
20230607,Ureter,10,1,3,11
20230607,Urinary_bladder,16,0,4,11
20230607,Uterus,22,36,0,18
20230612,Blood,1,0,29,0
20230612,Blood,1,0,29,0
20230612,Blood_vasculature,370,631,10,0
20230612,Blood_vasculature,370,631,10,0
20230612,Bone-Marrow,1,0,43,4
20230612,Bone-Marrow,1,0,43,4
20230612,Brain,116,61,163,463
20230612,Brain,116,61,163,463
20230612,Eye,36,3,47,8
20230612,Eye,36,3,47,8
20230612,Fallopian_tube,9,63,0,18
20230612,Fallopian_tube,9,63,0,18
20230612,Heart,29,24,27,1
20230612,Heart,29,24,27,1
20230612,Kidney,56,5,65,3
20230612,Kidney,56,5,65,3
20230612,Knee,18,2,0,5
20230612,Knee,24,7,13,11
20230612,Large_intestine,54,0,55,3
20230612,Large_intestine,54,4,55,3
20230612,Liver,14,3,25,5
20230612,Liver,14,3,25,6
20230612,Lung,52,2,74,1
20230612,Lung,52,2,74,1
20230612,Lymph_node,33,1,45,0
20230612,Lymph_node,33,1,45,0
20230612,Lymph_vasculature,14,41,1,0
20230612,Lymph_vasculature,14,41,1,0
20230612,Main_Bronchus,14,0,18,1
20230612,Main_Bronchus,14,0,18,1
20230612,Muscular_System,165,217,1,0
20230612,Muscular_System,165,217,1,0
20230612,Ovary,23,45,5,11
20230612,Ovary,23,45,5,11
20230612,Palatine_Tonsil,11,10,12,5
20230612,Pancreas,28,2,27,8
20230612,Pancreas,28,2,27,8
20230612,Peripheral_nervous_system,32,749,1,0
20230612,Peripheral_nervous_system,32,749,1,0
20230612,Placenta,17,8,16,6
20230612,Placenta,17,8,19,3
20230612,Prostate,4,0,5,7
20230612,Prostate,4,0,11,2
20230612,Skeleton,174,898,1,0
20230612,Skeleton,174,898,1,0
20230612,Skin,15,0,33,3
20230612,Skin,15,0,33,3
20230612,Small_intestine,22,21,24,10
20230612,Small_intestine,22,25,24,10
20230612,Spinal_Cord,86,0,8,0
20230612,Spinal_Cord,86,0,8,0
20230612,Spleen,24,14,46,15
20230612,Spleen,24,14,46,15
20230612,Thymus,18,0,50,0
20230612,Thymus,18,0,50,0
20230612,Trachea,20,0,16,1
20230612,Trachea,20,0,16,1
20230612,Ureter,6,1,3,11
20230612,Ureter,10,1,3,11
20230612,Urinary_bladder,16,0,4,11
20230612,Urinary_bladder,16,0,4,11
20230612,Uterus,22,36,0,18
20230612,Uterus,22,36,0,18
20230614,Blood,1,0,29,0
20230614,Blood_vasculature,370,631,10,0
20230614,Bone-Marrow,1,0,43,4
20230614,Brain,116,61,163,463
20230614,Eye,36,3,47,8
20230614,Fallopian_tube,9,63,0,18
20230614,Heart,29,24,27,1
20230614,Kidney,56,5,65,3
20230614,Knee,24,7,13,11
20230614,Large_intestine,54,0,55,3
20230614,Liver,14,3,25,6
20230614,Lung,52,2,74,1
20230614,Lymph_node,33,1,45,0
20230614,Lymph_vasculature,14,41,1,0
20230614,Main_Bronchus,15,0,18,1
20230614,Muscular_System,165,217,1,0
20230614,Ovary,23,45,5,11
20230614,Pancreas,28,2,27,8
20230614,Peripheral_nervous_system,32,749,1,0
20230614,Placenta,17,8,16,6
20230614,Prostate,4,0,5,7
20230614,Skeleton,174,898,1,0
20230614,Skin,15,0,33,3
20230614,Small_intestine,22,21,24,10
20230614,Spinal_Cord,86,0,8,0
20230614,Spleen,24,14,46,15
20230614,Thymus,18,0,50,0
20230614,Trachea,20,0,16,1
20230614,Ureter,6,1,3,11
20230614,Urinary_bladder,16,0,4,11
20230614,Uterus,22,36,0,18
20230619,Blood,1,0,29,0
20230619,Blood_vasculature,370,631,10,0
20230619,Bone-Marrow,1,0,43,4
20230619,Brain,116,61,163,463
20230619,Eye,36,3,47,8
20230619,Fallopian_tube,9,63,0,18
20230619,Heart,29,24,27,1
20230619,Kidney,56,5,65,3
20230619,Knee,24,7,13,11
20230619,Large_intestine,54,0,55,3
20230619,Liver,14,3,25,6
20230619,Lung,52,2,65,11
20230619,Lymph_node,33,1,45,0
20230619,Lymph_vasculature,14,41,1,0
20230619,Main_Bronchus,15,0,16,3
20230619,Muscular_System,165,217,1,0
20230619,Ovary,23,45,5,11
20230619,Pancreas,28,2,27,8
20230619,Peripheral_nervous_system,32,749,1,0
20230619,Placenta,17,8,16,6
20230619,Prostate,4,0,5,7
20230619,Skeleton,174,898,1,0
20230619,Skin,15,0,33,3
20230619,Small_intestine,22,21,24,10
20230619,Spinal_Cord,86,0,8,0
20230619,Spleen,24,14,46,15
20230619,Thymus,18,0,50,0
20230619,Trachea,20,0,16,1
20230619,Ureter,6,1,3,11
20230619,Urinary_bladder,16,0,4,11
20230619,Uterus,22,36,0,18
20230707,Blood,1,0,29,0
20230707,Blood_vasculature,370,631,10,0
20230707,Bone-Marrow,1,0,43,4
20230707,Brain,116,61,163,463
20230707,Eye,36,3,47,8
20230707,Fallopian_tube,9,63,0,18
20230707,Heart,29,24,27,1
20230707,Kidney,56,5,65,3
20230707,Knee,24,7,13,11
20230707,Large_intestine,54,0,55,3
20230707,Liver,14,3,25,6
20230707,Lung,52,2,65,11
20230707,Lymph_node,33,1,45,0
20230707,Lymph_vasculature,14,41,1,0
20230707,Main_Bronchus,15,0,16,3
20230707,Muscular_System,165,217,1,0
20230707,Ovary,23,45,5,11
20230707,Pancreas,28,2,27,8
20230707,Peripheral_nervous_system,32,749,1,0
20230707,Placenta,17,8,16,6
20230707,Prostate,4,0,5,7
20230707,Skeleton,174,898,1,0
20230707,Skin,15,0,33,3
20230707,Small_intestine,22,21,24,10
20230707,Spinal_Cord,86,0,8,0
20230707,Spleen,24,14,46,15
20230707,Thymus,18,0,50,0
20230707,Trachea,20,0,16,1
20230707,Ureter,6,1,3,11
20230707,Urinary_bladder,16,0,4,11
20230707,Uterus,22,36,0,18
20230713,Blood,1,0,29,0
20230713,Blood_vasculature,370,631,10,0
20230713,Bone-Marrow,1,0,43,4
20230713,Brain,116,61,163,463
20230713,Eye,36,3,47,8
20230713,Fallopian_tube,9,63,0,18
20230713,Heart,29,24,27,1
20230713,Kidney,56,5,65,3
20230713,Knee,24,7,13,11
20230713,Large_intestine,54,0,55,3
20230713,Liver,14,3,25,6
20230713,Lung,52,2,65,11
20230713,Lymph_node,33,1,45,0
20230713,Lymph_vasculature,14,41,1,0
20230713,Main_Bronchus,15,0,16,3
20230713,Muscular_System,165,217,1,0
20230713,Ovary,23,45,5,11
20230713,Pancreas,28,2,27,8
20230713,Peripheral_nervous_system,32,749,1,0
20230713,Placenta,17,8,16,6
20230713,Prostate,4,0,5,7
20230713,Skeleton,174,898,1,0
20230713,Skin,15,0,33,3
20230713,Small_intestine,22,21,24,10
20230713,Spinal_Cord,86,0,8,0
20230713,Spleen,24,14,46,15
20230713,Thymus,18,0,50,0
20230713,Trachea,20,0,16,1
20230713,Ureter,6,1,3,11
20230713,Urinary_bladder,16,0,4,11
20230713,Uterus,22,36,0,18
20230718,Blood,1,0,29,0
20230718,Blood_vasculature,370,631,10,0
20230718,Bone-Marrow,1,0,43,4
20230718,Brain,116,61,163,463
20230718,Eye,36,3,47,8
20230718,Fallopian_tube,9,63,0,18
20230718,Heart,29,24,27,1
20230718,Kidney,56,5,65,3
20230718,Knee,24,7,13,11
20230718,Large_intestine,54,0,55,3
20230718,Liver,14,3,25,6
20230718,Lung,52,2,65,11
20230718,Lymph_node,33,1,45,0
20230718,Lymph_vasculature,14,41,1,0
20230718,Main_Bronchus,15,0,16,3
20230718,Muscular_System,165,217,1,0
20230718,Ovary,23,45,5,11
20230718,Pancreas,28,2,27,8
20230718,Peripheral_nervous_system,32,749,1,0
20230718,Placenta,17,8,16,6
20230718,Prostate,4,0,5,7
20230718,Skeleton,174,898,1,0
20230718,Skin,15,0,33,3
20230718,Small_intestine,22,21,24,10
20230718,Spinal_Cord,86,0,8,0
20230718,Spleen,24,14,46,15
20230718,Thymus,18,0,50,0
20230718,Trachea,20,0,16,1
20230718,Ureter,6,1,3,11
20230718,Urinary_bladder,16,0,4,11
20230718,Uterus,22,36,0,18
20230810,Blood,1,0,29,0
20230810,Blood_vasculature,370,631,10,0
20230810,Bone-Marrow,1,0,43,4
20230810,Brain,116,61,163,463
20230810,Eye,36,3,47,8
20230810,Fallopian_tube,9,63,0,18
20230810,Heart,29,24,27,1
20230810,Kidney,56,5,65,3
20230810,Knee,24,7,13,11
20230810,Large_intestine,54,0,55,3
20230810,Liver,14,3,25,6
